# m=1, k=39.4784, p=3
# x0=0, v0=1
# t_start=0, t_end=15, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
8.2300  2.415466019843474e-01  -7.931504689899540e-01  3.145438332294920e-01  1.854561667449292e-01
8.2400  2.335024474915823e-01  -8.154289739841901e-01  3.324622058064545e-01  1.675377941679190e-01
8.2500  2.252430325997944e-01  -8.362046813783569e-01  3.496191345795397e-01  1.503808653947787e-01
8.2600  2.167833099164891e-01  -8.554937934020815e-01  3.659348152747417e-01  1.340651846995154e-01
8.2700  2.081380367142742e-01  -8.733191195134203e-01  3.813431422538479e-01  1.186568577203423e-01
8.2800  1.993217105626306e-01  -8.897097312383718e-01  3.957917029301279e-01  1.042082970439909e-01
8.2900  1.903485085327605e-01  -9.047005936158601e-01  4.092415820444448e-01  9.075841792959895e-02
8.3000  1.812322301825590e-01  -9.183321786153570e-01  4.216669951402139e-01  7.833300483375209e-02
8.3100  1.719862444755828e-01  -9.306500657833294e-01  4.330547724712577e-01  6.694522750262914e-02
8.3200  1.626234407361467e-01  -9.417045352004719e-01  4.434037158085684e-01  5.659628416523844e-02
8.3300  1.531561836929657e-01  -9.515501576028537e-01  4.527238512170078e-01  4.727614875671938e-02
8.3400  1.435962726165620e-01  -9.602453862456478e-01  4.610356009030267e-01  3.896439907062215e-02
8.3500  1.339549045114040e-01  -9.678521547771451e-01  4.683688967533814e-01  3.163110322019112e-02
8.3600  1.242426412827334e-01  -9.744354850523022e-01  4.747622572645577e-01  2.523774270894131e-02
8.3700  1.144693807605248e-01  -9.800631084578866e-01  4.802618482800676e-01  1.973815169336146e-02
8.3800  1.046443314291290e-01  -9.848051039536695e-01  4.849205463865989e-01  1.507945358676439e-02
8.3900  9.477599068096140e-02  -9.887335556638374e-01  4.887970220478273e-01  1.120297792547501e-02
8.4000  8.487212638609033e-02  -9.919222324869320e-01  4.919548576509296e-01  8.045142322316774e-03
8.4100  7.493976154668489e-02  -9.944462918375570e-01  4.944617136747337e-01  5.538286298462280e-03
8.4200  6.498516178585623e-02  -9.963820092944027e-01  4.963885542227756e-01  3.611445750375700e-03
8.4300  5.501382540429057e-02  -9.978065356116835e-01  4.978089412546949e-01  2.191058718417942e-03
8.4400  4.503047572498208e-02  -9.987976822588839e-01  4.987984050428592e-01  1.201594930221367e-03
8.4500  3.503905543606984e-02  -9.994337363901431e-01  4.994338967173810e-01  5.661032556736062e-04
8.4600  2.504272263395699e-02  -9.997933059122662e-01  4.997933272734892e-01  2.066726995458442e-04
8.4700  1.504384826322474e-02  -9.999551951212987e-01  4.999551961250373e-01  4.480384798450289e-05
8.4800  5.044014646005328e-03  -9.999983112132802e-01  4.999983112147062e-01  1.688758308870404e-06
8.4900  -4.955981239594658e-03  -9.999983981243372e-01  4.999983981256202e-01  1.601870646324113e-06
8.5000  -1.495581862206974e-02  -9.999559771001202e-01  4.999559780691281e-01  4.402192714475229e-05
8.5100  -2.495470718348983e-02  -9.997954778552621e-01  4.997954987699160e-01  2.045012263697564e-04
8.5200  -3.495107154822902e-02  -9.994379926107457e-01  4.994381505368985e-01  5.618494594066033e-04
8.5300  -4.494254770918388e-02  -9.988047158022284e-01  4.988054301543851e-01  1.194569841945617e-03
8.5400  -5.492598449018241e-02  -9.978170372965444e-01  4.978194199596267e-01  2.180580036736106e-03
8.5500  -6.489744609513376e-02  -9.963966664844517e-01  4.964031584906638e-01  3.596841505737297e-03
8.5600  -7.485221605128151e-02  -9.944657869452985e-01  4.944811007023659e-01  5.518899294079488e-03
8.5700  -8.478480285008959e-02  -9.919472412152729e-01  4.919796646772954e-01  8.020335319200102e-03
8.5800  -9.468894758364069e-02  -9.887647449921433e-01  4.888278604696891e-01  1.117213952686208e-02
8.5900  -1.045576338666232e-01  -9.848431298773518e-01  4.849579952333092e-01  1.504200476330272e-02
8.6000  -1.143831003236999e-01  -9.801086134930076e-01  4.803064471215929e-01  1.969355287508461e-02
8.6100  -1.241568559089896e-01  -9.744890955193778e-01  4.748144986430875e-01  2.518550135365953e-02
8.6200  -1.338696983082825e-01  -9.679144778812171e-01  4.684292182460346e-01  3.157078175078566e-02
8.6300  -1.435117356552163e-01  -9.603170069727570e-01  4.611043769405571e-01  3.889562305633922e-02
8.6400  -1.530724117697751e-01  -9.516316354562286e-01  4.528013848005482e-01  4.719861519642610e-02
8.6500  -1.625405351010008e-01  -9.417964008029988e-01  4.434902302827413e-01  5.650976971431221e-02
8.6600  -1.719043115256438e-01  -9.307528173761240e-01  4.331504035267962e-01  6.684959647033699e-02
8.6700  -1.811513811206271e-01  -9.184462784854663e-01  4.217717832319014e-01  7.822821676531079e-02
8.6800  -1.902688589897109e-01  -9.048264644891937e-01  4.093554654200071e-01  9.064453457728265e-02
8.6900  -1.992433801837674e-01  -8.898477526768362e-01  3.959145114720080e-01  1.040854885253562e-01
8.7000  -2.080611487098488e-01  -8.734696243578236e-01  3.814745923378987e-01  1.185254076595364e-01
8.7100  -2.167079905770585e-01  -8.556570643046015e-01  3.660745058471845e-01  1.339254941503171e-01
8.7200  -2.251694107775405e-01  -8.363809474701595e-01  3.497665446455408e-01  1.502334553520216e-01
8.7300  -2.334306540491786e-01  -8.156184077250522e-01  3.326166935099747e-01  1.673833064876421e-01
8.7400  -2.414767692134300e-01  -7.933531832474244e-01  3.147046366844107e-01  1.852953633132533e-01
8.7500  -2.492926768277928e-01  -7.695759331591475e-01  2.961235584488863e-01  2.038764415488171e-01
8.7600  -2.568632398384568e-01  -7.442845200390977e-01  2.769797233849151e-01  2.230202766128196e-01
8.7700  -2.641733368655372e-01  -7.174842530668187e-01  2.573918266994254e-01  2.426081732983317e-01
8.7800  -2.712079377018032e-01  -6.891880867609067e-01  2.374901094665795e-01  2.625098905311915e-01
8.7900  -2.779521805568930e-01  -6.594167705793387e-01  2.174152386606421e-01  2.825847613371343e-01
8.8000  -2.843914505335811e-01  -6.281989450446832e-01  1.973169572776265e-01  3.026830427201464e-01
8.8100  -2.905114587816574e-01  -5.955711805446562e-01  1.773525155476777e-01  3.226474844500838e-01
8.8200  -2.962983217392842e-01  -5.615779555346117e-01  1.576849000712171e-01  3.423150999265260e-01
8.8300  -3.017386398422017e-01  -5.262715715277728e-01  1.384808834991559e-01  3.615191164985618e-01
8.8400  -3.068195750586187e-01  -4.897120029935464e-01  1.199089229379756e-01  3.800910770597115e-01
8.8500  -3.115289265927781e-01  -4.519666810840756e-01  1.021369404050772e-01  3.978630595925752e-01
8.8600  -3.158552040936172e-01  -4.131102109621492e-01  8.533002320059570e-02  4.146699767970189e-01
8.8700  -3.197876977071073e-01  -3.732240233956365e-01  6.964808581981333e-02  4.303519141777618e-01
8.8800  -3.233165443220702e-01  -3.323959621990629e-01  5.524353784312044e-02  4.447564621544147e-01
8.8900  -3.264327893796921e-01  -2.907198100248073e-01  4.225900397043004e-02  4.577409960270662e-01
8.9000  -3.291284436465435e-01  -2.482947559167911e-01  3.082514290788944e-02  4.691748570895698e-01
8.9100  -3.313965343894842e-01  -2.052248089201093e-01  2.105861109814769e-02  4.789413888992787e-01
8.9200  -3.332311504379691e-01  -1.616181628725387e-01  1.306021528514722e-02  4.869397847122509e-01
8.9300  -3.346274806744342e-01  -1.175865182704692e-01  6.913294639485692e-03  4.930867053578896e-01
8.9400  -3.355818455558548e-01  -7.324436778583367e-02  2.682368706173234e-03  4.973176312911858e-01
8.9500  -3.360917213383577e-01  -2.870825259685113e-02  4.120818835823048e-04  4.995879181137672e-01
8.9600  -3.361557567508683e-01  1.590400282936268e-02  1.264686529981880e-04  4.998735313443496e-01
8.9700  -3.357737819420274e-01  6.047406951087388e-02  1.828556541603003e-03  4.981714434557498e-01
8.9800  -3.349468096057548e-01  1.048838980668440e-01  5.500316036848064e-03  4.944996839605171e-01
8.9900  -3.336770282735404e-01  1.490164998721658e-01  1.110295861707560e-02  4.888970413803082e-01
9.0000  -3.319677878444438e-01  1.927567169966502e-01  1.857757597366334e-02  4.814224240237452e-01
9.0100  -3.298235775055137e-01  2.359919728596015e-01  2.784610562708344e-02  4.721538943703551e-01
9.0200  -3.272499962745510e-01  2.786129958474007e-01  3.881260072753186e-02  4.611873992699407e-01
9.0300  -3.242537164725598e-01  3.205145085829701e-01  5.136477510609141e-02  4.486352248914182e-01
9.0400  -3.208424405036512e-01  3.615958760916275e-01  6.537578880323582e-02  4.346242111943122e-01
9.0500  -3.170248513845128e-01  4.017617067652645e-01  8.070623451146920e-02  4.192937654861167e-01
9.0600  -3.128105575228831e-01  4.409224007713483e-01  9.720628175098475e-02  4.027937182466380e-01
9.0700  -3.082100322939735e-01  4.789946413685962e-01  1.147179332299151e-01  3.852820667677421e-01
9.0800  -3.032345490048642e-01  5.159018254598066e-01  1.330773467563804e-01  3.669226532413076e-01
9.0900  -2.978961118690917e-01  5.515744306160456e-01  1.521171762547074e-01  3.478828237430061e-01
9.1000  -2.922073836367113e-01  5.859503167268193e-01  1.716688868361299e-01  3.283311131616029e-01
9.1100  -2.861816105389678e-01  6.189749613499315e-01  1.915650013890746e-01  3.084349986086705e-01
9.1200  -2.798325452114424e-01  6.506016287351720e-01  2.116412396564293e-01  2.883587603413205e-01
9.1300  -2.731743682554439e-01  6.807914733616715e-01  2.317385151009777e-01  2.682614848967683e-01
9.1400  -2.662216090848824e-01  7.095135796451644e-01  2.517047598504475e-01  2.482952401472867e-01
9.1500  -2.589890666854706e-01  7.367449402257983e-01  2.713965534741575e-01  2.286034465235556e-01
9.1600  -2.514917308855246e-01  7.624703759288658e-01  2.906805370845529e-01  2.093194629131304e-01
9.1700  -2.437447047036314e-01  7.866824010914707e-01  3.094346000935208e-01  1.905653999041248e-01
9.1800  -2.357631282988838e-01  8.093810384615355e-01  3.275488327105368e-01  1.724511672870631e-01
9.1900  -2.275621050051289e-01  8.305735882978245e-01  3.449262427889620e-01  1.550737572085850e-01
9.2000  -2.191566298826653e-01  8.502743566291698e-01  3.614832407705744e-01  1.385167592269130e-01
9.2100  -2.105615211699789e-01  8.685043478683179e-01  3.771499011330861e-01  1.228500988643359e-01
9.2200  -2.017913549653443e-01  8.852909271231345e-01  3.918700128232696e-01  1.081299871740825e-01
9.2300  -1.928604034143132e-01  9.006674576094776e-01  4.056009345983601e-01  9.439906539891790e-02
9.2400  -1.837825766250980e-01  9.146729185514428e-01  4.183132739657072e-01  8.168672603149379e-02
9.2500  -1.745713684804020e-01  9.273515088627536e-01  4.299904104950129e-01  7.000958950210905e-02
9.2600  -1.652398064620480e-01  9.387522417456028e-01  4.406278856911973e-01  5.937211430584477e-02
9.2700  -1.558004055544200e-01  9.489285351287184e-01  4.502326823907677e-01  4.976731760619465e-02
9.2800  -1.462651262447961e-01  9.579378026037532e-01  4.588224168286536e-01  4.117758316823001e-02
9.2900  -1.366453365935348e-01  9.658410492173728e-01  4.664244661766578e-01  3.357553382014902e-02
9.3000  -1.269517783051442e-01  9.727024761447221e-01  4.730750535490368e-01  2.692494644769574e-02
9.3100  -1.171945366927551e-01  9.785890979171176e-01  4.788183112811190e-01  2.118168871554251e-02
9.3200  -1.073830143936114e-01  9.835703755113011e-01  4.837053417917209e-01  1.629465820487366e-02
9.3300  -9.752590866196841e-02  9.877178682373058e-01  4.877932936176239e-01  1.220670637890822e-02
9.3400  -8.763119203826207e-02  9.911049069942314e-01  4.911444683340220e-01  8.855531662452782e-03
9.3500  -7.770609616952512e-02  9.938062911045445e-01  4.938254721194854e-01  6.174527876937314e-03
9.3600  -6.775709853564989e-02  9.958980105937707e-01  4.959064237523151e-01  4.093576244061352e-03
9.3700  -5.778991181906919e-02  9.974569954586223e-01  4.974602288946711e-01  2.539771101665184e-03
9.3800  -4.780947564151519e-02  9.985608931670339e-01  4.985619286812722e-01  1.438071315029972e-03
9.3900  -3.781995038046426e-02  9.992878753617320e-01  4.992881289224823e-01  7.118710737920355e-04
9.4000  -2.782471276939325e-02  9.997164744977206e-01  4.997165146910758e-01  2.834853051771051e-04
9.4100  -1.782635297973898e-02  9.999254509355681e-01  4.999254537143495e-01  7.454628188852576e-05
9.4200  -7.826672878133455e-03  9.999936908382874e-01  4.999936908581901e-01  6.309138039528555e-06
9.4300  2.173314702966135e-03  9.999998646531972e-01  4.999998646532064e-01  1.350847540310646e-07
9.4400  1.217324252797082e-02  9.999762607357643e-01  4.999762610175406e-01  2.373872042422437e-05
9.4500  2.217251954235839e-02  9.998565450407919e-01  4.998565553304546e-01  1.434444075214047e-04
9.4600  3.216978996806812e-02  9.995617937335052e-01  4.995618897458712e-01  4.381099921221101e-04
9.4700  4.216290914010361e-02  9.990131647724001e-01  4.990136516942833e-01  9.863480437338863e-04
9.4800  5.214894472155238e-02  9.981319824979877e-01  4.981337272426816e-01  1.866272495365697e-03
9.4900  6.212417891934167e-02  9.968398531581150e-01  4.968448464221461e-01  3.155153315937592e-03
9.5000  7.208411200888491e-02  9.950588111048403e-01  4.950710187786891e-01  4.928980959437234e-03
9.5100  8.202346747238194e-02  9.927114952437095e-01  4.927380563945007e-01  7.261943343674055e-03
9.5200  9.193619905042678e-02  9.897213551270629e-01  4.897741803972749e-01  1.022581934095381e-02
9.5300  1.018154999994064e-01  9.860128858600418e-01  4.861107055410239e-01  1.388929419726441e-02
9.5400  1.116538148376112e-01  9.815118907331112e-01  4.816827958252434e-01  1.831720391310915e-02
9.5500  1.214428538507194e-01  9.761457702106402e-01  4.764302823500620e-01  2.356971738835911e-02
9.5600  1.311736106120775e-01  9.698438355944768e-01  4.702985327203033e-01  2.970146701819014e-02
9.5700  1.408363827547449e-01  9.625376453484135e-01  4.632393593564341e-01  3.676064038213479e-02
9.5800  1.504207962103815e-01  9.541613617185276e-01  4.552119520982775e-01  4.478804764036910e-02
9.5900  1.599158331046051e-01  9.446521249210010e-01  4.461838185588813e-01  5.381618117984428e-02
9.6000  1.693098634693088e-01  9.339504417993136e-01  4.361317138685666e-01  6.386828587023870e-02
9.6100  1.785906808996034e-01  9.220005854835636e-01  4.250425398160170e-01  7.495745992286741e-02
9.6200  1.877455422465585e-01  9.087510022236626e-01  4.129141920212556e-01  8.708580771770658e-02
9.6300  1.967612113968963e-01  8.941547212234378e-01  3.997563327430819e-01  1.002436669959556e-01
9.6400  2.056240071474357e-01  8.781697629829075e-01  3.855910663087280e-01  1.144089334303815e-01
9.6500  2.143198551356975e-01  8.607595413701215e-01  3.704534940298509e-01  1.295465057093262e-01
9.6600  2.228343437390411e-01  8.418932544010983e-01  3.543921259030362e-01  1.456078738362035e-01
9.6700  2.311527838034882e-01  8.215462585155848e-01  3.374691274404781e-01  1.625308722988178e-01
9.6800  2.392602720105590e-01  7.997004210063798e-01  3.197603816788906e-01  1.802396180604547e-01
9.6900  2.471417576366630e-01  7.763444451989899e-01  3.013553487956637e-01  1.986446509437232e-01
9.7000  2.547821124055605e-01  7.514741629938666e-01  2.823567088236662e-01  2.176432909157543e-01
9.7100  2.621662030809557e-01  7.250927894816985e-01  2.628797766791754e-01  2.371202230602699e-01
9.7200  2.692789663942431e-01  6.972111345282342e-01  2.430516830550738e-01  2.569483166843876e-01
9.7300  2.761054858526984e-01  6.678477665022570e-01  2.230103196110266e-01  2.769896801284426e-01
9.7400  2.826310699269187e-01  6.370291236902332e-01  2.029030522147732e-01  2.970969475246951e-01
9.7500  2.888413310739827e-01  6.047895694033630e-01  1.828852116295526e-01  3.171147881099067e-01
9.7600  2.947222650155483e-01  5.711713873346794e-01  1.631183768549112e-01  3.368816228845318e-01
9.7700  3.002603296587933e-01  5.362247143606297e-01  1.437684721455695e-01  3.562315275938501e-01
9.7800  3.054425230235670e-01  5.000074086960562e-01  1.250037043754725e-01  3.749962953639179e-01
9.7900  3.102564595220640e-01  4.625848520942795e-01  1.069923726935432e-01  3.930076270458132e-01
9.8000  3.146904439284091e-01  4.240296856234918e-01  8.990058714497864e-02  4.100994125943411e-01
9.8100  3.187335423752354e-01  3.844214794333504e-01  7.388993692486293e-02  4.261100628144176e-01
9.8200  3.223756497230155e-01  3.438463378362607e-01  5.911515202170398e-02  4.408848477175364e-01
9.8300  3.256075526657533e-01  3.023964419496780e-01  4.572180405191249e-02  4.542781956872883e-01
9.8400  3.284209879637033e-01  2.601695330611715e-01  3.384409296663399e-02  4.661559067725294e-01
9.8500  3.308086952298765e-01  2.172683407687188e-01  2.360276595019606e-02  4.763972337889333e-01
9.8600  3.327644637419059e-01  1.737999607963824e-01  1.510321318641204e-02  4.848967865526876e-01
9.8700  3.342831728038317e-01  1.298751881721922e-01  8.433782251381163e-03  4.915662174876938e-01
9.8800  3.353608252428523e-01  8.560781216366897e-02  3.664348751725015e-03  4.963356509873321e-01
9.8900  3.359945736931996e-01  4.111387998129588e-02  8.451755635582010e-04  4.991548241754880e-01
9.9000  3.361827393920313e-01  -3.489063232434231e-03  6.086781119962204e-06  4.999939129579223e-01
9.9100  3.359248232894550e-01  -4.808275022253070e-02  1.155975434481138e-03  4.988440243045644e-01
9.9200  3.352215093552653e-01  -9.254897508348336e-02  4.282656394501612e-03  4.957173433445545e-01
9.9300  3.340746600473840e-01  -1.367703760714055e-01  9.353067885356848e-03  4.906469318537164e-01
9.9400  3.324873039899752e-01  -1.806312094847813e-01  1.631381691996748e-02  4.836861828191290e-01
9.9500  3.304636159913993e-01  -2.240181064797000e-01  2.509205601537511e-02  4.749079437237497e-01
9.9600  3.280088896122155e-01  -2.668208049661808e-01  3.559667098140034e-02  4.644033287577576e-01
9.9700  3.251295025700414e-01  -3.089328491397106e-01  4.771975263878959e-02  4.522802471004044e-01
9.9800  3.218328753400064e-01  -3.502522497270841e-01  6.133831921944186e-02  4.386616805197898e-01
9.9900  3.181274233756739e-01  -3.906820986561313e-01  7.631625110517955e-02  4.236837486340907e-01
10.0000  3.140225034346687e-01  -4.301311325808078e-01  9.250639560762421e-02  4.074936041316834e-01
10.0100  3.095283545450081e-01  -4.685142404904986e-01  1.097527967711944e-01  3.902472029681484e-01
10.0200  3.046560341916005e-01  -5.057529114879959e-01  1.278930037392923e-01  3.721069960000822e-01
10.0300  2.994173503370838e-01  -5.417756197164156e-01  1.467604110595531e-01  3.532395886798484e-01
10.0400  2.938247899167940e-01  -5.765181443329278e-01  1.661865853725413e-01  3.338134143668813e-01
10.0500  2.878914444640635e-01  -6.099238233484083e-01  1.860035351439702e-01  3.139964645954667e-01
10.0600  2.816309335293050e-01  -6.419437410594145e-01  2.060458833426783e-01  2.939541163967656e-01
10.0700  2.750573265546546e-01  -6.725368496757885e-01  2.261529070859171e-01  2.738470926535255e-01
10.0800  2.681850638557146e-01  -7.016700265786708e-01  2.461704130994563e-01  2.538295866399763e-01
10.0900  2.610288773436693e-01  -7.293180694165187e-01  2.659524231887190e-01  2.340475765506954e-01
10.1000  2.536037115953971e-01  -7.554636319496211e-01  2.853626495992563e-01  2.146373501401309e-01
10.1100  2.459246458469058e-01  -7.800971041775331e-01  3.042757459730864e-01  1.957242537662655e-01
10.1200  2.380068174473096e-01  -8.032164408219942e-01  3.225783254033761e-01  1.774216743359323e-01
10.1300  2.298653472675284e-01  -8.248269426857912e-01  3.401697426901947e-01  1.598302570490626e-01
10.1400  2.215152675108243e-01  -8.449409957633834e-01  3.569626431608090e-01  1.430373565783907e-01
10.1500  2.129714523221491e-01  -8.635777732418554e-01  3.728832852186807e-01  1.271167145204552e-01
10.1600  2.042485515409511e-01  -8.807629057027641e-01  3.878716480309880e-01  1.121283517080789e-01
10.1700  1.953609278884913e-01  -8.965281249203676e-01  4.018813393866151e-01  9.811866035237861e-02
10.1800  1.863225978266816e-01  -9.109108866547931e-01  4.148793217131107e-01  8.512067802580690e-02
10.1900  1.771471762717761e-01  -9.239539777664273e-01  4.268454765152018e-01  7.315452322363740e-02
10.2000  1.678478252936277e-01  -9.357051128377588e-01  4.377720290953614e-01  6.222797064339806e-02
10.2100  1.584372068803143e-01  -9.462165252893620e-01  4.476628563653369e-01  5.233714337334274e-02
10.2200  1.489274397992829e-01  -9.555445577265267e-01  4.565327009003918e-01  4.346729883820875e-02
10.2300  1.393300605402238e-01  -9.637492559612650e-01  4.644063141829460e-01  3.559368555557704e-02
10.2400  1.296559882820370e-01  -9.708939708301683e-01  4.713175512971858e-01  2.868244844126207e-02
10.2500  1.199154937867720e-01  -9.770449715807707e-01  4.773084382456346e-01  2.269156149274144e-02
10.2600  1.101181720875001e-01  -9.822710742362699e-01  4.824282316406379e-01  1.757176809766982e-02
10.2700  1.002729188048263e-01  -9.866432879787426e-01  4.867324888567520e-01  1.326751088149188e-02
10.2800  9.038790989819448e-02  -9.902344822218354e-01  4.902821648905732e-01  9.717834847611635e-03
10.2900  8.047058463324981e-02  -9.931190766821001e-01  4.931427502349535e-01  6.857249503177822e-03
10.3000  7.052763152518382e-02  -9.953727564096844e-01  4.953834621013064e-01  4.616537636776959e-03
10.3100  6.056497700004898e-02  -9.970722134092750e-01  4.970764993764354e-01  2.923500361605892e-03
10.3200  5.058777650127418e-02  -9.982949161754717e-01  4.982963698308960e-01  1.703629907109481e-03
10.3300  4.060040775679401e-02  -9.991189081869033e-01  4.991192963482948e-01  8.807033896809300e-04
10.3400  3.060646591303785e-02  -9.996226361533920e-01  4.996227073551283e-01  3.772923828242591e-04
10.3500  2.060876023519794e-02  -9.998848085926727e-01  4.998848152272028e-01  1.151845107328431e-04
10.3600  1.060931206837898e-02  -9.999842851293819e-01  4.999842852528604e-01  1.571448506506296e-05
10.3700  6.093537510766420e-04  -9.999999967604548e-01  4.999999967604548e-01  2.977466944886748e-09
10.3800  -9.390620658562417e-03  -9.999891018774401e-01  4.999891019368246e-01  1.089736189267163e-05
10.3900  -1.939018114003578e-02  -9.999040581498434e-01  4.999040627522627e-01  9.593654646386370e-05
10.4000  -2.938819155129729e-02  -9.996659353462952e-01  4.996659911458917e-01  3.340081528504894e-04
10.4100  -3.938272666169906e-02  -9.991958614989156e-01  4.991961848182800e-01  8.038144804842301e-04
10.4200  -4.937107314333108e-02  -9.984151043688769e-01  4.984163603159577e-01  1.583638982835169e-03
10.4300  -5.934973147725246e-02  -9.972451783839887e-01  4.972489729050568e-01  2.751026393770905e-03
10.4400  -6.931441908313979e-02  -9.956079823355369e-01  4.956176272451194e-01  4.382372053749378e-03
10.4500  -7.926007497821673e-02  -9.934259674616792e-01  4.934475764135867e-01  6.552422885329030e-03
10.4600  -8.918086626673342e-02  -9.906223353651366e-01  4.906663056621385e-01  9.333693636829796e-03
10.4700  -9.907019675469997e-02  -9.871212649991808e-01  4.872041959067915e-01  1.279580339223478e-02
10.4800  -1.089207179757150e-01  -9.828481677097297e-01  4.829952603851865e-01  1.700473891390258e-02
10.4900  -1.187243429022492e-01  -9.777299690449778e-01  4.779779461843466e-01  2.202205311480991e-02
10.5000  -1.284722626023612e-01  -9.716954157403677e-01  4.720959904854230e-01  2.790400881380489e-02
10.5100  -1.381549660842852e-01  -9.646754059594773e-01  4.652993194315412e-01  3.470067986776106e-02
10.5200  -1.477622635504128e-01  -9.566033405249504e-01  4.575449755517472e-01  4.245502374763208e-02
10.5300  -1.572833132577458e-01  -9.474154925131018e-01  4.487980577269216e-01  5.120194157253648e-02
10.5400  -1.667066521537874e-01  -9.370513922172234e-01  4.390326558281183e-01  6.096734347141938e-02
10.5500  -1.760202304250427e-01  -9.254542241145849e-01  4.282327604657641e-01  7.176723883385312e-02
10.5600  -1.852114500598196e-01  -9.125712321080480e-01  4.163931268356004e-01  8.360687246409514e-02
10.5700  -1.942672074879607e-01  -8.983541289631315e-01  4.035200705125533e-01  9.647992878721835e-02
10.5800  -2.031739403176930e-01  -8.827595055337494e-01  3.896321723050948e-01  1.103678269947500e-01
10.5900  -2.119176781441941e-01  -8.657492350736394e-01  3.747608690152959e-01  1.252391302846179e-01
10.6000  -2.204840973561349e-01  -8.472908676747488e-01  3.589509072225143e-01  1.410490920774636e-01
10.6100  -2.288585798157912e-01  -8.273580096676572e-01  3.422606380806135e-01  1.577393612194226e-01
10.6200  -2.370262752358784e-01  -8.059306826713550e-01  3.247621326355582e-01  1.752378666645291e-01
10.6300  -2.449721670226717e-01  -7.829956568987420e-01  3.065410993611462e-01  1.934588999389849e-01
10.6400  -2.526811413009411e-01  -7.585467533177153e-01  2.876965884844234e-01  2.123034108157436e-01
10.6500  -2.601380587825320e-01  -7.325851093423720e-01  2.683404712150875e-01  2.316595280851069e-01
10.6600  -2.673278290879000e-01  -7.051194028899959e-01  2.485966861659722e-01  2.514033131342410e-01
10.6700  -2.742354870794451e-01  -6.761660298910527e-01  2.286002499893140e-01  2.713997493109090e-01
10.6800  -2.808462707180069e-01  -6.457492306834554e-01  2.084960344641372e-01  2.915039648360870e-01
10.6900  -2.871456999103003e-01  -6.139011611590515e-01  1.884373178362158e-01  3.115626814640013e-01
10.7000  -2.931196557763154e-01  -5.806619050576269e-01  1.685841239925763e-01  3.314158753076263e-01
10.7100  -2.987544597326542e-01  -5.460794244175106e-01  1.491013688860798e-01  3.508986304141011e-01
10.7200  -3.040369517612778e-01  -5.102094458855798e-01  1.301568393354352e-01  3.698431599647183e-01
10.7300  -3.089545672139287e-01  -4.731152813543162e-01  1.119190347254869e-01  3.880809645746341e-01
10.7400  -3.134954114912553e-01  -4.348675822185646e-01  9.455490703231001e-02  4.054450922677748e-01
10.7500  -3.176483319329158e-01  -3.955440274167774e-01  7.822753881254216e-02  4.217724604875035e-01
10.7600  -3.214029862610902e-01  -3.552289463259818e-01  6.309380215393365e-02  4.369061971460722e-01
10.7700  -3.247499069351149e-01  -3.140128785001552e-01  4.930204393197663e-02  4.506979553679891e-01
10.7800  -3.276805607994605e-01  -2.719920731607145e-01  3.698984393113174e-02  4.630101553687958e-01
10.7900  -3.301874034408750e-01  -2.292679322472694e-01  2.628189237846925e-02  4.737181069214238e-01
10.8000  -3.322639277129469e-01  -1.859464016982779e-01  1.728803215226867e-02  4.827119671475930e-01
10.8100  -3.339047059371215e-01  -1.421373164366545e-01  1.010150836190683e-02  4.898984909379290e-01
10.8200  -3.351054253476751e-01  -9.795370526735590e-02  4.797464187802014e-03  4.952025351120141e-01
10.8300  -3.358629164135259e-01  -5.351106253639985e-02  1.431716906887248e-03  4.985682823929157e-01
10.8400  -3.361751737410295e-01  -8.926593939284874e-03  3.984203967843872e-05  4.999601572601187e-01
10.8500  -3.360413693380053e-01  3.568155571083365e-02  6.365867089726628e-04  4.993634125908255e-01
10.8600  -3.354618580989339e-01  8.019508464827521e-02  3.215625800872013e-03  4.967843734989343e-01
10.8700  -3.344381754532659e-01  1.244963179824063e-01  7.749666595588216e-03  4.922503327042330e-01
10.8800  -3.329730272017442e-01  1.684689848893078e-01  1.419089943481692e-02  4.858090998650260e-01
10.8900  -3.310702716481896e-01  2.119989809788028e-01  2.247178396802541e-02  4.775282153318446e-01
10.9000  -3.287348942149795e-01  2.549751078922702e-01  3.250615282233742e-02  4.674938464775641e-01
10.9100  -3.259729748081290e-01  2.972897825597217e-01  4.419060740720329e-02  4.558093918927337e-01
10.9200  -3.227916482712337e-01  3.388397090380011e-01  5.740617421047862e-02  4.425938250894955e-01
10.9300  -3.191990583353833e-01  3.795265064544251e-01  7.202018455075040e-02  4.279798147492619e-01
10.9400  -3.152043055334995e-01  4.192572872781753e-01  8.788833646792721e-02  4.121116628321231e-01
10.9500  -3.108173896014941e-01  4.579451809198006e-01  1.048568943638344e-01  3.951431049362524e-01
10.9600  -3.060491469344828e-01  4.955097985003884e-01  1.227649802049478e-01  3.772350190951718e-01
10.9700  -3.009111837034709e-01  5.318776355184165e-01  1.414469095823307e-01  3.585530897178176e-01
10.9800  -2.954158052660920e-01  5.669824100556882e-01  1.607345266562783e-01  3.392654726438928e-01
10.9900  -2.895759425239626e-01  6.007653350857738e-01  1.804594939203610e-01  3.195405053798266e-01
