# omega0=1, alpha=3
# theta0=3.14159, theta_dot0=0
# t_start=0, t_end=50, h=0.00911928
#   t          x(t)                 v(t)       
2.498683271650507e+01 3.136900698337891e+00 -1.420605655572282e-03
2.507802553663830e+01 3.136769344256111e+00 -1.460376118409505e-03
2.516921835677153e+01 3.136634312861574e+00 -1.501259951473175e-03
2.526041117690476e+01 3.136495501208350e+00 -1.543288321650222e-03
2.535160399703799e+01 3.136352803468720e+00 -1.586493268135233e-03
2.544279681717122e+01 3.136206110852521e+00 -1.630907726831439e-03
2.553398963730445e+01 3.136055311524237e+00 -1.676565555433079e-03
2.562518245743768e+01 3.135900290517766e+00 -1.723501559207909e-03
2.571637527757091e+01 3.135740929648803e+00 -1.771751517499886e-03
2.580756809770414e+01 3.135577107424779e+00 -1.821352210971183e-03
2.589876091783737e+01 3.135408698952276e+00 -1.872341449604691e-03
2.598995373797060e+01 3.135235575841851e+00 -1.924758101487844e-03
2.608114655810383e+01 3.135057606110205e+00 -1.978642122399447e-03
2.617233937823706e+01 3.134874654079610e+00 -2.034034586221727e-03
2.626353219837029e+01 3.134686580274531e+00 -2.090977716200497e-03
2.635472501850352e+01 3.134493241315348e+00 -2.149514917076683e-03
2.644591783863675e+01 3.134294489809123e+00 -2.209690808113599e-03
2.653711065876998e+01 3.134090174237292e+00 -2.271551257044535e-03
2.662830347890321e+01 3.133880138840237e+00 -2.335143414966201e-03
2.671949629903644e+01 3.133664223498623e+00 -2.400515752203835e-03
2.681068911916967e+01 3.133442263611420e+00 -2.467718095174899e-03
2.690188193930290e+01 3.133214089970517e+00 -2.536801664278898e-03
2.699307475943613e+01 3.132979528631837e+00 -2.607819112841560e-03
2.708426757956936e+01 3.132738400782841e+00 -2.680824567142122e-03
2.717546039970259e+01 3.132490522606344e+00 -2.755873667553612e-03
2.726665321983582e+01 3.132235705140517e+00 -2.833023610826634e-03
2.735784603996905e+01 3.131973754134989e+00 -2.912333193547979e-03
2.744903886010228e+01 3.131704469902921e+00 -2.993862856805763e-03
2.754023168023551e+01 3.131427647168957e+00 -3.077674732094798e-03
2.763142450036874e+01 3.131143074912934e+00 -3.163832688495321e-03
2.772261732050197e+01 3.130850536209218e+00 -3.252402381160072e-03
2.781381014063520e+01 3.130549808061576e+00 -3.343451301145025e-03
2.790500296076843e+01 3.130240661233417e+00 -3.437048826620496e-03
2.799619578090166e+01 3.129922860073326e+00 -3.533266275499909e-03
2.808738860103489e+01 3.129596162335703e+00 -3.632176959524322e-03
2.817858142116812e+01 3.129260318996435e+00 -3.733856239842259e-03
2.826977424130135e+01 3.128915074063399e+00 -3.838381584124645e-03
2.836096706143458e+01 3.128560164381700e+00 -3.945832625256678e-03
2.845215988156781e+01 3.128195319433492e+00 -4.056291221648214e-03
2.854335270170104e+01 3.127820261132200e+00 -4.169841519206170e-03
2.863454552183427e+01 3.127434703611030e+00 -4.286570015013426e-03
2.872573834196750e+01 3.127038353005597e+00 -4.406565622758924e-03
2.881693116210073e+01 3.126630907230485e+00 -4.529919739965836e-03
2.890812398223396e+01 3.126212055749609e+00 -4.656726317064998e-03
2.899931680236719e+01 3.125781479340188e+00 -4.787081928362167e-03
2.909050962250042e+01 3.125338849850156e+00 -4.921085844948539e-03
2.918170244263365e+01 3.124883829948832e+00 -5.058840109605198e-03
2.927289526276688e+01 3.124416072870673e+00 -5.200449613753456e-03
2.936408808290011e+01 3.123935222151907e+00 -5.346022176503746e-03
2.945528090303334e+01 3.123440911359864e+00 -5.495668625856921e-03
